人工智能,大学物理II-2,大学英语i,大学英语iii1,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,数字逻辑电路,数学建模ii,数据库系统,数理逻辑,概率统计与随机过程,模拟电子技术基础,电路,离散数学a,程序设计基础,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机组成,计算机网络原理,软件工程,高等数学I-1,高等数学I-2
91,0,0,0,0,94,81,77,80,94,72,87,61,86,71,83,91,71,80,92,78,76,78,0,0
89,83,72,0,81,60,73,77,79,90,85,0,75,0,81,84,72,80,84,86,80,86,72,80,74
0,86,85,0,88,91,0,0,87,92,0,0,81,0,77,82,100,80,0,0,0,0,0,68,77
0,93,84,0,90,81,85,96,81,88,85,0,0,0,93,80,92,79,76,79,82,92,0,83,86
0,0,0,0,87,80,0,0,0,0,0,0,0,0,0,0,90,88,0,0,0,0,0,87,88
90,89,0,91,0,81,81,84,90,0,86,96,96,90,98,89,94,94,88,91,90,80,85,94,80
67,63,0,76,0,64,75,66,60,0,68,69,67,65,60,64,67,63,79,79,68,64,60,63,69
85,95,71,0,0,0,76,96,89,94,87,0,88,0,97,92,97,83,80,88,92,89,0,74,90
81,88,0,78,0,60,74,84,84,100,73,90,84,96,75,85,98,0,65,88,81,85,76,84,80
0,62,0,76,0,60,62,88,71,0,74,87,85,84,74,83,86,76,84,81,93,77,78,77,74
79,70,0,85,0,87,62,79,70,0,75,77,81,65,76,69,90,87,78,81,71,66,76,72,72
42,63,0,88,0,70,65,60,60,0,69,72,60,68,67,70,80,62,78,67,60,64,68,64,60
85,0,84,0,90,83,74,85,77,80,78,0,79,0,92,89,88,89,82,0,71,80,0,88,81
0,0,74,0,85,72,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,84,91
78,70,0,0,93,91,75,96,69,0,82,0,66,0,70,70,94,65,87,85,74,77,0,75,60
0,87,0,0,92,86,0,0,91,96,0,0,79,0,83,95,99,90,0,0,0,0,0,81,79
91,94,74,0,0,0,87,99,92,92,88,0,91,0,93,92,100,84,97,90,89,94,0,87,92
87,83,0,0,70,75,80,82,83,84,84,0,81,0,89,88,77,79,82,83,79,86,0,78,78
0,0,0,0,0,0,0,0,89,0,78,0,0,0,81,0,0,0,0,0,0,0,78,0,0
60,86,0,83,0,65,70,60,87,91,77,88,86,81,91,95,96,83,84,93,60,60,80,73,86
73,71,0,73,0,60,61,77,73,0,65,0,67,78,70,60,76,72,87,72,61,75,71,66,66
70,77,0,72,0,93,61,74,80,97,76,87,75,87,75,81,97,90,69,78,66,64,68,85,83
0,95,76,0,78,77,0,0,87,95,0,0,93,0,94,91,96,90,0,0,0,0,0,80,89
89,88,0,0,0,97,85,89,70,0,92,89,77,68,75,94,100,0,66,82,90,64,78,63,76
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,92,0,67,0,86,74,87,83,0,85,88,73,89,85,91,93,0,83,88,88,85,85,89,92
0,0,0,0,93,95,0,0,0,0,0,0,0,0,0,0,90,99,0,0,0,0,0,97,97
77,89,0,68,0,62,77,79,84,0,84,0,69,90,84,60,78,80,86,0,81,77,77,73,78
0,70,0,0,83,81,0,0,79,0,0,0,61,0,65,86,99,96,0,0,0,0,0,77,73
0,94,0,0,0,91,81,93,74,0,87,94,96,98,94,89,90,98,81,80,92,87,71,97,100
75,61,0,0,0,84,66,78,60,83,67,0,76,64,71,74,79,67,79,65,60,60,66,70,84
0,92,0,82,0,0,65,88,86,0,83,88,81,86,96,89,94,0,77,90,88,87,82,89,93
0,86,0,0,0,86,72,73,0,0,0,0,0,71,80,82,0,0,96,0,76,74,0,0,0
0,85,0,0,91,91,0,0,68,92,0,0,67,0,63,77,79,90,0,0,0,0,0,74,79
0,0,65,0,73,92,0,0,0,0,0,0,0,0,0,0,84,90,0,0,0,0,0,80,86
0,85,77,0,60,92,69,80,71,94,81,0,79,0,82,72,77,69,74,86,81,79,0,81,77
84,81,0,80,0,74,68,83,90,95,78,89,69,84,66,85,81,87,66,83,84,80,80,80,76
81,87,85,0,84,80,0,88,70,86,82,0,75,0,60,81,80,77,82,0,80,87,0,81,83
0,87,0,75,0,92,84,83,82,78,81,81,83,90,83,81,86,90,80,82,68,90,89,90,96
0,79,78,0,0,90,0,0,0,94,0,0,0,0,82,87,98,92,0,0,0,0,0,79,84
90,87,0,83,0,82,85,91,78,0,80,88,77,79,82,79,92,88,85,0,83,86,84,83,91
0,0,78,0,80,87,0,0,64,95,0,0,80,0,71,92,98,93,0,0,0,0,0,87,79
0,93,72,0,92,90,0,0,76,97,0,0,97,0,76,89,93,90,0,0,0,0,0,84,81
0,78,0,0,0,80,70,88,67,78,75,0,83,90,70,60,85,81,80,78,81,83,83,68,84
0,90,0,0,86,85,0,0,77,91,0,0,84,0,87,84,98,96,0,0,0,0,0,81,83
0,78,0,0,72,90,0,0,79,88,0,0,69,0,66,63,94,91,0,0,0,0,0,72,81
71,62,0,81,0,72,67,83,63,0,69,81,80,79,80,69,91,80,79,0,80,74,73,74,65
78,86,0,82,0,88,81,87,72,95,81,92,78,88,81,87,76,82,76,81,79,86,72,87,82
86,84,77,0,88,82,79,82,80,0,70,0,88,0,80,87,88,79,81,79,64,91,0,81,86
