xh,24式太极拳,专业实习II,专业实习Ⅰ,中国近现代史纲要,习近平新时代中国特色社会主义思想概论,人工智能,优化方法基础,体育-1,体育-2,体育-3,体育-4,军训,国防教育,大学化学,大学化学实验,大学物理II-1,大学物理II-2,大学物理实验I-1,大学物理实验I-2,大学英语I,大学英语III1,大学英语III2,大学计算机III,工程与社会,工程制图,形势与政策,形式语言与编译,思想道德修养与法律基础,操作系统原理I,操作系统设计专题实验,数字逻辑电路,数学建模II,数据库系统,数据结构与程序设计专题实验,数据结构与算法I,数理逻辑,概率统计与随机过程,模拟电子技术,模拟电子技术基础,毕业设计（论文）,毛泽东思想和中国特色社会主义理论体系概论,汇编语言,测控实习,生命科学基础I,电子技术实验1,电子技术实验2,电工实习,电路,离散数学A,程序设计基础,算法分析与设计,线性代数与解析几何,编译器设计专题实验,表达与交流,计算机图形学,计算机科学技术导论,计算机系统综合设计实验,计算机组成,计算机组成与结构专题实验,计算机网络专题实验,计算机网络原理,课外实践8学分,软件定义网络,软件工程,金工实习,面向对象程序设计,项目设计,马克思主义基本原理,高等数学I-1,高等数学I-2
bf4c485fa88d2223d08805ad7ad0d6d9,0,96,95,93.0,91,96,0,78,87,90,90,85,94,94,96,100.0,100,92,92,83,0,0,0,91,0,0,91,96,97,98,88,95.0,87,92,87,0.0,96,97,0,0,96,0,98,0,98,87,92,100,99.0,98,88,99,89,0,0,93.0,0,92,96,98,94,0,0,0,92,94,0,91,93,97
bf7677320130779b3b12002c9914f5e2,0,0,83,77.0,82,92,82,85,83,79,80,89,87,81,96,71.0,0,92,98,77,0,0,74,88,82,0,80,77,83,92,73,0.0,83,92,70,0.0,73,71,0,0,84,90,98,0,83,83,92,79,83.0,87,80,93,80,0,66,93.0,0,83,81,87,75,0,0,0,92,87,0,78,85,75
bfbbc020a8fbf30f57c6f266d6f52049,0,0,0,80.0,0,0,0,80,0,0,95,87,82,0,0,64.0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,0,0,60,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfc4baa8fd06c20fbf7409bcad61a53f,88,83,80,74.0,0,0,81,0,0,0,0,81,80,0,0,81.0,86,0,83,0,80,83,0,0,86,60,74,84,87,87,75,0.0,62,0,0,0.0,76,0,89,0,0,84,83,79,80,83,79,83,0.0,77,91,89,79,79,76,82.0,70,67,78,88,78,60,79,83,87,0,76,78,0,0
bfcac60527200ee4c9ad0e6d75d7e066,75,98,98,91.0,0,60,0,0,0,79,90,84,94,0,0,94.0,95,87,92,0,0,0,0,89,86,60,80,88,60,92,93,95.0,76,88,88,94.0,91,0,86,83,88,92,92,92,92,92,92,91,91.0,92,0,97,77,79,85,91.0,87,76,95,87,69,60,82,87,92,97,79,92,86,89
bfe1501da49c23da7e7e0ba5a710c4ce,0,0,0,84.0,0,0,0,71,70,0,0,94,84,0,0,65.0,0,87,0,0,0,0,78,0,66,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,70,0,0,0,0,0.0,62,0,83,0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,75,66
bff42d54a08e0a3669127b130e854c0d,72,92,76,80.0,0,64,67,0,0,0,0,85,82,0,0,67.0,61,80,82,0,77,72,0,91,60,0,60,89,62,92,75,0.0,67,0,60,71.0,60,0,66,0,85,74,87,71,79,87,87,72,64.0,87,0,71,85,62,0,81.0,83,60,79,83,60,60,73,63,92,76,83,72,69,69
c019ec1d788dfb89f390462dbfe98d94,0,0,0,76.0,76,0,0,78,74,77,76,90,79,0,0,67.0,80,92,80,0,0,0,0,0,84,0,0,78,0,0,81,93.0,0,92,93,0.0,70,0,0,0,80,93,98,78,83,87,87,82,88.0,99,90,0,0,0,0,0.0,0,0,0,0,0,0,0,0,92,87,0,77,0,68
c086a89ddf741f248b335328e59c3b6f,0,0,87,81.0,81,75,80,87,85,73,84,83,91,87,97,87.0,83,92,92,80,0,0,0,65,0,0,0,81,90,92,77,0.0,67,92,87,0.0,80,89,0,0,91,90,98,0,79,79,79,82,84.0,0,80,96,82,0,0,93.0,0,91,78,87,84,0,0,0,92,93,0,75,77,89
c08b9d253d198ec4a5e7632ede482375,65,92,92,86.0,90,76,86,84,89,82,86,83,92,0,0,85.0,92,92,98,80,0,0,82,72,90,60,72,86,84,79,83,0.0,80,87,95,0.0,83,91,0,87,88,79,83,92,79,79,87,86,83.0,91,72,89,85,89,0,87.0,76,78,85,76,68,60,0,0,87,86,83,0,85,82
c08d30928d293772923664df40cd0e5d,0,61,98,81.0,0,0,50,0,0,0,0,83,89,0,0,77.0,54,76,83,0,0,0,0,96,39,0,20,84,37,30,63,0.0,20,60,65,0.0,40,0,0,0,66,61,73,73,87,76,87,50,74.0,83,5,74,0,68,73,85.0,62,20,70,70,68,60,0,45,92,75,66,62,81,62
c0a7914119623df53b1e61030d2cb7b4,67,92,98,83.0,89,0,0,81,81,75,79,82,93,0,0,88.0,85,83,98,0,0,0,91,77,64,60,76,75,80,98,80,84.0,82,79,87,0.0,77,93,0,87,89,0,87,74,87,73,92,90,88.0,94,78,81,71,85,0,90.0,76,81,83,92,89,60,86,0,92,91,87,0,83,77
c0ab1f6a25337287e21cc4ccb54b830a,0,0,92,83.0,93,88,0,88,82,86,89,82,96,90,95,81.0,84,98,92,80,0,0,73,84,80,0,90,90,84,87,80,91.0,83,83,74,0.0,76,94,0,0,84,0,87,0,98,87,87,79,93.0,72,74,87,82,0,0,95.0,0,77,81,87,87,0,0,0,92,88,0,87,75,71
c0bd8a4632b0e2f69d9f3393be0fa42a,0,0,0,87.0,0,0,0,86,82,0,0,85,89,0,0,96.0,0,98,0,0,0,0,79,0,85,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,90,0,0,0,0,0.0,99,0,99,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,92,93
c0e32173d779f88785549708f6500aeb,0,0,92,78.0,88,88,0,80,90,93,80,89,92,85,95,73.0,71,83,92,82,0,0,90,91,74,0,82,93,78,92,80,78.0,83,79,76,0.0,82,75,0,0,87,0,83,0,83,92,87,64,69.0,94,84,83,80,0,89,94.0,0,83,94,87,81,0,81,0,92,87,0,87,78,67
c1268333ff603e755db5737ce6bd4d52,73,98,99,87.0,0,0,0,0,0,89,85,77,76,0,0,79.0,79,83,87,0,79,81,0,91,78,60,73,81,78,92,70,93.0,80,82,72,81.0,75,0,83,83,91,89,92,0,92,83,87,77,78.0,72,0,79,85,90,78,0.0,98,70,95,98,82,60,0,91,92,84,83,0,82,80
c1b68883e900bf393df3b54f07690d05,80,98,98,87.0,0,94,0,0,0,81,83,89,92,0,0,96.0,94,98,92,0,89,91,0,96,0,60,92,90,93,98,89,100.0,95,92,94,99.0,78,0,100,92,86,93,98,90,92,90,83,80,88.0,96,0,89,82,92,0,0.0,92,97,97,92,96,60,92,84,87,97,92,95,0,0
c1ffe2a2858690cfb2ec03b0ad820761,66,87,80,81.0,0,88,0,0,0,0,0,84,91,0,0,80.0,84,86,85,0,81,78,0,0,88,60,71,85,80,91,78,77.0,67,0,0,0.0,85,0,90,0,0,0,70,78,80,83,87,70,70.0,89,79,93,82,92,0,93.0,70,61,70,88,62,60,86,86,87,88,87,83,76,82
c2047699af5e98c062a3978dedcbab28,85,98,92,86.0,0,90,88,0,0,0,0,100,99,0,0,89.0,90,86,92,0,76,83,0,97,77,60,88,87,93,98,89,0.0,93,98,90,0.0,83,0,74,98,93,94,98,91,87,79,87,76,86.0,89,74,95,90,73,99,89.0,98,99,79,87,95,60,0,91,87,95,98,91,83,88
c2364f6d57b693ade1e6a9cd0b4a9655,0,98,100,83.0,80,91,0,76,81,86,85,83,87,0,0,89.0,89,87,87,69,0,0,85,82,81,60,69,73,94,92,80,87.0,78,87,93,0.0,81,95,0,79,83,0,79,76,87,87,92,85,79.0,82,67,78,73,91,89,86.0,76,88,83,87,83,60,86,0,92,89,87,0,86,71
c255c51cecdf0c9a4f8aff93d6bf6136,0,0,0,86.0,0,0,0,84,81,0,0,78,89,0,0,93.0,0,92,0,78,0,0,88,0,88,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,89,0,0,0,0,0.0,92,0,92,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,84,79
c2766d057328c09086330a2a1d28c27d,0,0,0,0.0,0,0,0,0,0,0,0,78,0,0,0,87.0,62,0,0,0,0,0,0,0,0,60,31,0,0,0,27,62.0,0,0,0,0.0,26,0,65,0,0,0,66,60,0,0,73,76,62.0,0,0,12,65,0,0,0.0,0,0,0,0,0,0,0,0,87,0,0,0,63,65
c2b552f7f864ff1d4ed61dede8c198cd,0,0,92,86.0,91,0,0,75,75,79,78,88,92,93,95,90.0,96,92,87,0,0,0,87,90,86,0,88,86,94,98,90,94.0,90,83,85,0.0,92,99,0,0,84,0,83,0,87,92,87,92,94.0,81,90,95,91,0,98,93.0,0,92,92,92,94,0,0,0,92,97,0,90,90,91
c2c93d03e23df54f2107b8e949c1f2c0,0,0,0,87.0,0,0,0,94,96,0,0,94,82,0,0,92.0,0,83,0,0,0,0,85,0,71,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,88,0,0,0,0,0.0,99,0,99,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,92,95
c2d99e2028da91bab4eb5c902b324daa,0,92,82,80.0,86,67,73,68,0,74,58,74,73,87,94,83.0,76,92,92,83,0,0,90,79,85,60,63,80,66,87,77,0.0,80,76,77,0.0,84,79,0,62,86,66,87,0,83,92,79,83,81.0,92,76,80,0,89,69,87.0,76,80,83,87,60,60,0,0,92,0,83,0,90,82
c3475cc0a768e0641bca2253e6a27e48,80,93,79,83.0,0,91,90,0,0,0,0,87,95,0,0,90.0,84,85,92,0,81,85,0,92,85,60,81,69,83,98,89,0.0,77,92,79,85.0,73,0,70,83,86,90,98,80,92,87,87,83,87.0,90,0,83,85,81,84,89.0,88,91,70,79,92,60,92,83,92,94,79,86,78,83
c348bd95d9855fefe0fde156e7e2974d,0,0,98,88.0,91,89,0,82,84,91,88,89,90,90,95,95.0,96,87,92,84,0,0,82,93,91,0,91,79,92,98,89,91.0,92,83,92,0.0,89,89,0,0,89,0,92,0,92,87,87,94,96.0,94,86,93,89,0,95,94.0,0,88,95,92,93,0,0,82,92,92,0,92,78,86
c39307d92bc3f6aa63211a01f591f34a,62,92,87,86.0,0,74,77,0,0,0,0,85,75,0,0,53.0,58,84,87,0,85,73,0,94,67,0,62,73,69,92,72,0.0,69,0,67,68.0,60,0,63,0,92,72,70,76,76,83,87,60,66.0,78,80,60,75,78,0,91.0,83,63,83,87,61,60,79,73,87,72,87,80,67,61
c3946b01431bc6f975e3c55bed4a963e,77,87,92,84.0,0,91,81,0,0,0,0,78,96,0,0,97.0,97,87,92,0,78,85,0,98,0,60,82,85,87,98,76,0.0,83,93,83,96.0,90,0,88,87,92,94,98,93,92,92,87,93,97.0,97,0,97,99,86,96,96.0,98,92,87,83,89,60,0,80,87,96,92,80,92,95
c41ae0b5c3b55defde53fd59e1813b65,85,83,92,83.0,0,0,75,0,0,0,0,97,91,0,0,74.0,68,90,98,0,73,82,0,96,77,60,62,74,83,92,73,0.0,68,87,76,82.0,63,0,61,73,80,71,83,81,92,83,87,61,73.0,90,63,77,87,80,78,90.0,88,76,70,76,61,60,89,68,92,93,76,80,71,61
c4564270c24b0253e6a35092ea4bfc8d,0,0,0,83.0,81,0,0,78,79,77,78,88,87,0,0,87.0,71,92,87,79,0,0,82,91,71,0,0,0,0,0,75,85.0,0,83,87,0.0,64,84,0,0,87,0,92,84,87,76,87,66,71.0,77,81,84,0,86,0,91.0,0,0,0,0,0,0,0,0,87,91,0,78,77,73
c45e72ee813c335b24794a1780669dab,75,93,92,85.0,0,96,95,0,0,0,0,65,97,0,0,94.0,94,0,92,0,0,0,0,96,92,60,86,82,91,98,91,95.0,93,79,99,0.0,97,0,93,87,88,92,98,96,87,92,87,93,0.0,83,87,96,90,86,98,93.0,90,99,98,87,97,60,97,85,92,0,92,94,0,0
c4632dcc8ebb9c23fbc5b458154615dd,73,92,92,84.0,0,82,75,0,0,0,0,96,92,0,0,87.0,84,87,98,0,89,88,0,98,77,60,70,88,87,92,81,0.0,74,95,87,93.0,86,0,85,76,87,89,79,76,83,79,87,77,91.0,96,0,85,76,78,98,90.0,98,79,92,76,90,60,84,69,92,96,79,85,81,75
c4648a185cdf4704b0e049ee19af30ec,0,92,92,89.0,0,95,0,0,0,90,83,78,84,0,0,98.0,94,83,87,0,82,86,0,85,86,60,88,82,93,98,94,100.0,93,87,93,0.0,96,0,98,87,92,93,98,94,92,92,87,98,93.0,99,88,94,79,82,90,0.0,83,88,95,92,93,60,90,91,87,95,79,84,95,94
c49ba0a65e902b0b28c0bf00824feda7,0,0,0,82.0,74,0,65,76,73,70,70,91,78,0,0,82.0,83,92,79,0,0,0,0,79,0,0,69,86,78,76,0,0.0,66,0,0,0.0,74,0,0,0,85,78,0,0,0,0,0,66,87.0,0,0,85,84,0,79,84.0,0,58,80,79,60,0,0,0,0,0,0,81,0,0
c4c4d4488279fdc242ce232ec733b8c6,75,98,92,95.0,0,91,94,0,0,0,0,98,94,0,0,96.0,94,89,98,0,87,88,0,99,92,60,90,84,90,98,92,0.0,78,92,93,90.0,92,0,85,92,92,90,98,93,98,83,92,96,91.0,96,95,94,90,84,95,90.0,98,97,92,79,95,60,93,90,87,95,87,92,91,92
c5134f0a6d7d352a4cb99d1fdb9cf20b,65,92,95,94.0,89,93,0,85,82,84,81,82,98,90,97,0.0,91,92,92,83,0,0,0,80,85,60,79,86,93,92,92,94.0,84,83,89,0.0,89,90,0,92,93,88,92,0,83,81,87,92,89.0,100,78,90,84,89,0,88.0,76,97,98,92,95,60,92,0,92,94,87,0,88,99
c51e6199e73c765f620af55459943999,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.0,0,0,95,0.0,0,0,85,0,0,90,0,0,0,0,0,84,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
c54921dc3e1ee18458f8563dc8a364d7,0,0,0,85.0,81,0,0,87,87,87,87,92,82,0,0,89.0,79,87,83,79,0,0,78,0,88,0,0,0,0,0,61,91.0,0,87,83,0.0,69,71,0,0,87,0,87,76,87,79,87,81,85.0,86,76,94,0,0,0,90.0,0,0,0,0,0,0,0,0,87,74,0,79,87,76
c5615bcd0070d25912603fae104cc916,0,0,92,86.0,85,89,0,89,88,82,81,88,91,93,96,93.0,92,83,87,72,0,0,0,90,0,0,85,78,87,98,86,96.0,82,98,85,0.0,89,84,0,0,86,94,98,0,83,92,92,87,86.0,92,85,83,82,0,95,94.0,0,84,84,87,78,0,87,0,0,0,0,0,90,94
c58aafccf22832e4fe872fa81a2c35a8,78,98,98,82.0,0,86,92,0,0,0,0,74,98,0,0,76.0,70,86,89,0,91,88,0,98,92,0,69,94,86,98,82,0.0,80,0,74,88.0,87,0,73,0,90,84,98,81,83,98,87,81,73.0,86,84,77,96,83,93,93.0,98,85,98,98,77,60,89,83,92,80,92,84,72,72
c5bf79d323248159a577a7df8b6d8acc,78,95,92,82.0,0,82,68,0,0,0,0,84,88,0,0,80.0,71,86,92,0,79,84,0,96,71,60,79,78,76,98,69,0.0,70,92,73,81.0,75,0,60,76,81,82,70,81,87,83,92,63,69.0,88,76,84,87,86,92,94.0,83,74,92,83,75,60,89,78,92,73,83,83,86,76
c5e3b55bfa6cc577b55af85336fd32b0,0,0,0,84.0,0,0,0,79,84,0,0,80,83,86,96,92.0,0,92,0,0,0,0,87,0,79,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,95,0,93,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,92,93
c5f48eb1c38106bba18fb7b9f2102788,80,87,92,81.0,0,93,85,0,0,93,87,87,91,0,0,97.0,96,87,87,0,74,78,0,89,96,60,88,92,84,98,92,0.0,83,94,97,95.0,92,0,91,87,89,91,98,0,98,92,92,87,95.0,100,95,0,67,87,0,91.0,87,92,95,92,88,60,94,85,92,94,79,85,93,95
c607b5152009b51791e212d4cd65a538,73,92,92,84.0,81,0,88,83,68,83,82,85,84,0,0,95.0,81,83,87,80,0,0,66,79,89,60,87,79,92,92,75,0.0,81,87,84,0.0,76,76,0,87,85,84,83,82,79,83,87,83,94.0,67,74,81,80,89,87,88.0,76,84,85,79,95,60,0,0,87,90,76,0,88,77
c61447c32b2e3fd4463cbef07ae36b2d,68,87,80,74.0,0,90,0,0,0,0,0,80,74,0,0,77.0,76,83,81,0,66,71,0,0,81,60,83,85,87,93,83,86.0,66,0,0,0.0,77,0,80,0,0,67,87,70,80,87,92,90,66.0,77,79,81,81,79,0,78.0,83,72,87,89,80,60,84,81,92,93,83,81,81,84
c618c79da9cf0841009cfba606331db0,73,87,80,71.0,0,0,0,0,0,0,0,92,73,0,0,64.0,73,90,73,0,79,78,0,0,94,60,81,83,84,79,70,80.0,80,0,0,0.0,76,0,85,0,0,72,83,69,80,76,92,70,75.0,83,76,78,79,79,70,76.0,70,69,69,85,77,60,75,78,87,78,87,82,69,84
c61be0303aad389a7548c8fba413a41d,0,0,98,87.0,89,81,0,89,89,88,85,94,90,0,0,71.0,76,92,87,78,0,0,89,93,91,0,85,88,85,98,83,95.0,85,83,80,0.0,80,80,0,0,87,0,83,81,98,83,92,75,76.0,82,82,74,86,0,95,94.0,0,85,83,87,92,0,0,0,92,87,0,90,77,70
c6517ad09e080ecc4863759a585f8b53,0,0,0,86.0,0,0,0,85,77,0,0,81,81,93,96,92.0,0,92,0,0,0,0,81,0,83,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,99,0,86,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,91,90
c6589f6eefed8a59d6b7d11ced555b5f,67,79,80,78.0,0,80,84,0,0,0,0,84,88,0,0,86.0,80,83,82,0,78,78,0,0,71,60,76,89,78,94,77,0.0,72,0,0,79.0,81,0,82,0,0,80,83,74,80,79,87,83,73.0,88,0,91,79,70,76,74.0,83,62,85,90,77,60,81,80,87,89,79,85,67,90
c65d08a072cca5571cd773e532c45881,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,80,0,0,0,0,0,0,0,0,0,0,0,81,0,80,85.0,67,0,0,0.0,0,0,63,0,94,71,0,0,0,0,0,78,0.0,0,0,0,0,0,0,0.0,0,0,0,0,81,0,0,80,0,0,0,84,0,0
c6a9c53dfcc0c09fdcdb4aa3736e3d86,70,92,98,73.0,0,66,0,0,0,0,0,99,74,0,0,82.0,60,86,92,0,78,78,0,96,72,60,75,83,63,92,77,78.0,69,87,69,76.0,60,0,60,87,83,78,98,74,87,79,92,61,69.0,86,71,67,79,77,0,88.0,94,84,79,73,70,60,87,68,92,76,87,73,73,68
c6ac2dd4b14edbcc1942a015934d4df2,73,92,83,80.0,0,88,0,0,0,0,0,95,77,0,0,67.0,73,88,87,0,80,70,0,92,65,0,77,80,83,92,63,87.0,72,0,71,81.0,71,0,82,0,91,85,92,69,92,83,87,87,82.0,88,85,79,87,87,95,85.0,79,88,79,73,75,60,81,75,87,86,92,76,78,73
c6d1503a40e40cdaf6bb750f024a31b1,0,0,0,81.0,85,0,0,85,82,93,93,82,83,83,94,95.0,94,87,92,72,0,0,91,0,92,0,0,0,0,0,75,95.0,0,87,96,0.0,91,96,0,0,88,0,92,0,92,79,87,80,92.0,94,87,90,0,0,0,94.0,0,0,0,0,0,0,0,0,92,90,0,83,73,88
c6e767fe38dfc7f2337b9bb00bba3503,0,0,0,77.0,85,0,0,85,86,84,85,80,82,75,96,97.0,83,92,98,85,0,0,91,0,73,0,0,0,0,0,76,0.0,0,87,96,0.0,73,85,0,0,83,85,98,0,83,83,87,81,86.0,100,89,90,0,0,0,0.0,0,0,0,0,0,0,0,0,92,89,0,84,79,86
c76e9029f8b8f4e0146e40107f565cda,0,0,0,85.0,0,0,0,77,0,0,80,82,89,86,88,91.0,0,87,0,76,0,0,80,0,91,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,95,0,88,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,81,90
c78ea7db979a0a5b26f06e69232d254d,65,87,90,81.0,0,83,92,0,0,0,0,83,63,0,0,70.0,74,85,84,0,78,80,0,0,80,60,76,83,78,72,80,0.0,75,0,0,0.0,85,0,78,0,0,0,83,75,80,87,87,75,72.0,85,67,78,88,79,0,65.0,83,69,78,85,85,60,84,81,92,74,79,76,74,75
c7ee3eadb5334e1e0310df62e58ce408,80,98,92,90.0,0,86,0,0,0,0,0,74,97,0,0,85.0,87,86,98,0,75,77,0,92,75,60,79,90,85,92,80,90.0,80,91,80,84.0,85,0,77,87,89,91,92,90,83,92,87,94,75.0,89,75,91,93,75,0,88.0,92,86,79,83,83,60,90,84,92,84,83,88,77,88
c8455005692dfdb26b17eed547133f3a,61,87,98,81.0,0,89,0,0,83,80,78,92,87,0,0,97.0,94,83,83,0,81,82,0,83,0,60,74,87,86,87,84,93.0,76,95,89,81.0,79,0,85,83,86,84,92,0,92,92,92,74,84.0,95,96,90,89,92,0,0.0,83,86,95,83,84,60,78,70,92,88,73,91,0,0
c884c18d0c84d80813d567d0d1e80a11,75,92,79,81.0,0,92,0,0,0,0,0,74,90,0,0,80.0,72,85,85,0,74,68,0,90,75,0,63,94,74,92,82,75.0,72,0,80,78.0,85,0,84,0,86,61,87,85,79,87,87,86,80.0,70,82,70,79,62,91,86.0,87,87,79,87,70,60,72,64,92,76,92,78,70,72
c89f3e42c79cd98798772ae56f92da02,0,0,0,90.0,0,0,0,93,92,0,0,83,91,95,97,98.0,0,92,0,76,0,0,93,0,92,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,99,0,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,93,95
c8c3c1e067cfb980a45909ddd15415e8,0,0,0,81.0,0,0,0,79,0,0,75,83,86,73,93,66.0,0,98,0,71,0,0,67,0,80,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,0,75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,75
c8ca8ea5b4162bce2cfd3a39403cfabb,0,92,92,86.0,92,87,0,87,96,92,95,90,91,94,99,99.0,100,92,98,83,0,0,92,81,95,60,80,82,85,98,85,94.0,83,92,91,0.0,88,89,0,87,92,98,98,0,92,96,92,95,92.0,99,65,90,74,86,86,92.0,76,76,73,92,83,60,0,0,92,97,92,0,82,93
c8f6eb0e9e196602c40532819948367f,65,94,92,81.0,0,90,84,0,0,0,0,84,91,0,0,92.0,91,86,98,0,71,81,0,92,84,60,80,82,89,98,88,0.0,88,98,92,91.0,91,0,88,92,93,91,98,90,92,83,92,93,95.0,90,79,90,87,88,0,88.0,98,94,98,83,92,60,95,84,92,92,98,84,85,91
c8f7232c2211efa81aeafe5b0ec55e5e,74,87,80,73.0,0,0,0,0,0,0,0,81,90,0,0,73.0,77,80,85,0,74,76,0,0,60,60,60,83,78,68,74,67.0,60,0,0,0.0,62,0,76,0,0,60,98,70,80,70,87,80,71.0,79,60,84,80,79,74,74.0,83,65,77,86,60,60,75,73,92,61,79,70,86,93
c8f78439faba72463256876491b47070,0,0,0,82.0,0,0,0,0,71,70,0,80,74,0,92,74.0,0,79,0,70,0,0,74,0,73,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,72,0,0,0,0,0.0,76,0,60,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,78,75
c9430763d7ad5b94fa93ccf8110a41e1,0,0,0,81.0,87,0,0,85,89,0,91,91,85,93,97,0.0,97,98,98,0,0,0,0,0,98,0,0,0,0,0,0,94.0,0,92,93,0.0,94,97,0,0,88,0,92,0,87,98,87,91,91.0,97,91,95,0,0,0,0.0,0,0,0,0,0,0,0,0,92,96,0,86,78,93
c97b9f817351698bb6958dd32d779eed,0,0,0,86.0,86,0,0,75,72,81,76,82,87,86,99,93.0,93,98,87,80,0,0,91,0,96,0,0,0,0,0,84,89.0,0,95,90,0.0,94,96,0,0,91,0,92,0,87,87,83,99,93.0,99,92,97,0,0,0,0.0,0,0,0,0,0,0,0,0,92,0,0,85,89,93
c98b7639697b8b7619557b0aff9ef5fd,63,83,90,84.0,0,0,98,0,0,0,0,81,92,0,0,99.0,97,84,84,0,87,89,0,0,96,60,87,92,96,95,83,0.0,74,0,0,98.0,93,0,99,0,0,99,98,86,80,87,87,94,88.5,98,94,96,85,0,91,0.0,70,86,90,91,89,60,91,83,87,0,60,88,95,99
c9a6dd18db1a93dfc1f33d807b9f3762,60,79,86,74.0,0,81,71,0,0,70,74,74,0,0,0,78.0,68,0,73,0,0,0,0,74,0,60,65,0,88,66,83,0.0,66,0,0,0.0,65,0,78,79,75,76,92,0,70,62,83,69,74.0,0,88,78,77,73,93,67.0,98,74,75,73,72,60,72,61,87,0,62,0,0,0
c9d5a59e14009d30cde6ff5ae8bfbe19,82,87,90,70.0,0,93,0,0,0,0,0,84,83,0,0,85.0,85,85,88,0,82,77,0,0,88,60,83,81,94,98,76,95.0,75,0,0,88.0,88,0,90,0,0,91,98,70,80,87,87,93,79.0,93,89,83,80,79,0,80.0,83,90,79,90,86,60,84,90,92,95,92,83,84,83
ca09776be826c28f6adbde27aa871286,60,87,98,87.0,0,68,61,0,0,85,77,88,78,0,0,91.0,83,83,83,0,80,82,0,89,0,60,64,84,80,92,80,0.0,79,96,76,77.0,70,0,76,83,84,88,98,67,98,92,92,78,85.0,93,83,80,80,87,0,0.0,83,83,95,87,76,60,86,72,92,98,79,78,0,0
cab52bb1fd1f6d0c1aaa69ad067b1610,0,94,90,82.0,0,82,0,82,79,84,82,0,0,74,94,71.0,78,90,92,78,0,0,78,96,71,60,77,82,83,94,74,94.0,79,86,87,0.0,75,74,0,87,0,87,90,0,83,83,94,74,80.0,85,71,68,87,91,0,90.0,81,84,88,94,81,60,95,0,90,0,94,0,74,78
caba4a0a30acea80a764c229dfe7681f,75,92,80,85.0,0,86,0,0,0,0,0,93,74,0,0,66.0,75,81,87,0,74,77,0,0,67,60,61,90,86,89,73,91.0,66,0,0,0.0,64,0,74,0,0,0,87,70,80,83,83,62,72.0,78,87,84,79,92,0,80.0,83,68,80,87,74,60,0,81,87,77,79,77,63,23
cad0595601acefaa5c299f4cadcf0a1f,0,0,83,78.0,85,87,0,73,66,82,76,87,90,0,0,81.0,76,87,87,0,0,0,86,92,78,0,84,90,75,87,83,83.0,76,83,63,0.0,74,73,0,0,82,0,92,84,87,79,87,76,67.0,77,67,83,71,0,86,92.0,0,76,59,92,75,0,0,0,87,81,0,76,83,85
cc1c4e9ca85427aee40e2b308dfd8656,0,0,0,82.0,75,0,0,79,75,81,78,90,81,76,96,91.0,89,98,92,0,0,0,80,0,91,0,0,0,0,0,84,93.0,0,87,79,0.0,82,80,0,0,87,0,87,0,92,76,87,90,83.0,97,85,94,0,0,0,91.0,0,0,0,0,0,0,0,0,92,86,0,86,85,70
cc286d8b41e000122226467bd5455469,0,0,0,83.0,0,0,0,0,0,74,0,91,80,94,94,92.0,0,92,0,0,0,0,79,0,77,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,92,0,88,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,86,82
