-200,2019-03-27 18:45:02.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,新疆抓饭,2
-700,2019-03-28 21:14:58.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-1500,2019-03-31 18:42:46.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
-600,2019-03-30 17:41:32.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,小吃2,72
-100,2019-03-30 19:07:38.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-400,2019-04-03 17:24:55.000000,2186113485,3,服务中心\西交大本部校区\康桥商贸,超市,268
-20,2019-04-02 19:39:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-60,2019-04-02 10:46:59.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,包子组,260
-1200,2019-04-02 10:45:15.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,泡馍组,78
-1300,2019-04-06 18:03:59.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,泡馍,45
-1000,2019-04-03 17:02:02.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
